#{"t_start": 1513094813.3307304, "gym_version": "0.9.4", "env_id": "DemonAttackNoFrameskip-v4"}
r,l,t
310.0,1143,27.229252
130.0,844,42.186815
310.0,1683,80.806637
295.0,2633,141.450129
120.0,611,155.591789
130.0,1013,178.8298
70.0,569,191.577306
120.0,846,210.886385
235.0,1804,252.238689
190.0,919,273.289124
310.0,2456,329.694205
110.0,734,346.164819
80.0,699,362.219726
100.0,674,377.497458
80.0,377,385.920508
160.0,960,407.9052
250.0,1671,446.096669
140.0,989,468.839643
175.0,1307,499.311211
175.0,1121,525.295857
340.0,3904,615.317072
150.0,1525,650.128006
100.0,804,668.564492
70.0,379,677.32958
110.0,1200,704.997708
175.0,999,728.045784
205.0,1297,757.612813
120.0,705,773.457772
190.0,1023,796.669299
140.0,883,817.014283
50.0,393,825.817222
40.0,329,833.359575
325.0,3178,907.095597
120.0,1131,933.115806
130.0,456,943.414626
140.0,786,961.37501
265.0,1793,1002.944011
160.0,831,1021.855032
90.0,1560,1058.122282
150.0,1083,1083.070329
30.0,424,1092.699953
120.0,778,1110.619967
190.0,1680,1149.760104
175.0,817,1168.637784
220.0,1006,1191.77176
50.0,359,1199.788102
60.0,349,1207.57138
110.0,837,1226.91386
175.0,777,1244.612491
70.0,670,1259.933805
100.0,591,1273.309892
175.0,854,1292.831492
235.0,1340,1323.746142
90.0,650,1338.718184
110.0,610,1352.37554
60.0,526,1364.282464
190.0,1205,1392.270459
90.0,363,1400.41282
100.0,709,1417.041979
120.0,882,1437.383649
130.0,976,1459.437275
220.0,1547,1494.975925
30.0,361,1503.038386
150.0,1175,1530.133589
130.0,625,1544.527812
110.0,456,1554.899177
120.0,913,1575.873903
100.0,624,1590.137359
130.0,911,1611.381156
50.0,439,1621.400182
175.0,1002,1644.572912
280.0,1344,1675.37923
160.0,1013,1698.567384
80.0,390,1707.486426
110.0,639,1722.061491
120.0,964,1744.4454
110.0,769,1761.87532
130.0,589,1775.602819
110.0,669,1790.993147
120.0,548,1803.367671
130.0,551,1815.938743
340.0,1981,1861.872579
70.0,383,1870.585133
265.0,1242,1898.85728
110.0,816,1917.360231
205.0,1359,1948.5849
150.0,580,1961.950792
90.0,838,1981.249756
175.0,971,2004.103734
120.0,482,2014.982067
190.0,942,2036.554443
140.0,906,2057.381497
265.0,1064,2082.011469
130.0,804,2100.647468
175.0,1076,2125.377295
90.0,440,2135.637641
190.0,1113,2161.90521
80.0,478,2173.040487
175.0,980,2195.43081
370.0,1325,2225.665869
190.0,736,2242.546578
205.0,891,2262.792664
140.0,660,2278.041186
60.0,442,2288.012728
80.0,515,2299.863715
130.0,567,2312.651265
205.0,1284,2342.163548
280.0,1228,2370.33949
280.0,1250,2398.976821
150.0,681,2414.403896
100.0,581,2427.705831
70.0,351,2435.784901
90.0,640,2450.451799
50.0,283,2456.800537
295.0,1467,2490.922148
140.0,736,2507.971874
90.0,742,2524.846709
100.0,829,2543.98917
175.0,1076,2568.983046
110.0,604,2582.770469
110.0,645,2597.738274
235.0,1212,2625.216221
80.0,361,2633.306776
90.0,971,2655.548608
140.0,880,2675.488195
130.0,723,2691.938511
120.0,537,2704.192379
30.0,310,2711.189919
100.0,479,2722.226282
20.0,231,2727.504598
60.0,283,2733.897406
205.0,885,2754.389224
80.0,375,2762.989155
340.0,843,2782.341524
205.0,1052,2806.401338
120.0,583,2819.804974
20.0,310,2826.84112
140.0,661,2841.611887
295.0,930,2863.113809
