#{"env_id": "PongNoFrameskip-v4", "gym_version": "0.9.4", "t_start": 1513094770.9460392}
r,l,t
-21.0,805,21.866521
-21.0,820,39.481297
-21.0,757,57.442655
-21.0,912,73.674593
-20.0,934,91.324142
-21.0,759,109.603949
-21.0,792,127.886643
-20.0,894,148.6114
-20.0,1019,172.204321
-21.0,757,189.823551
-21.0,763,207.709729
-21.0,761,225.363302
-20.0,967,247.49035
-21.0,808,265.915479
-20.0,857,285.792399
-20.0,1026,309.382264
-19.0,964,331.832526
-21.0,882,352.385507
-19.0,1124,378.449976
-21.0,846,398.126159
-19.0,915,419.172278
-21.0,823,437.969378
-21.0,762,455.537
-21.0,762,473.19037
-21.0,759,490.867828
-21.0,764,508.741543
-21.0,764,526.239057
-21.0,762,544.343385
-21.0,759,562.035783
-18.0,1319,593.112881
-21.0,758,610.706439
-21.0,760,628.244283
-21.0,763,646.262477
-21.0,759,663.717317
-21.0,822,683.006705
-20.0,943,704.536395
-19.0,1034,728.323734
-20.0,891,748.873506
-20.0,841,768.447639
-20.0,1013,791.901692
-20.0,1022,815.456058
-20.0,940,837.57401
-20.0,1037,862.027351
-21.0,838,881.805935
-21.0,1107,907.662272
-19.0,1051,931.733742
-21.0,969,954.581879
-20.0,902,975.441152
-18.0,1055,999.885813
-19.0,973,1022.182961
-21.0,941,1044.030336
-20.0,1009,1067.353776
-21.0,937,1089.049997
-20.0,1106,1114.805235
-21.0,823,1133.982419
-21.0,923,1155.238631
-20.0,836,1174.879055
-20.0,877,1195.130345
-20.0,912,1216.156659
-21.0,818,1234.932197
-21.0,761,1252.739311
-20.0,865,1272.626314
-21.0,762,1290.231517
-21.0,759,1307.633204
-21.0,762,1325.270368
-21.0,818,1344.300383
-20.0,900,1364.996746
-21.0,811,1383.808273
-21.0,819,1402.833421
-20.0,913,1423.921499
-19.0,934,1445.665508
-20.0,959,1468.165373
-21.0,778,1486.262529
-21.0,819,1505.207001
-21.0,815,1523.817911
-21.0,884,1544.197361
-19.0,997,1567.500986
-19.0,1132,1594.000964
-21.0,762,1611.618188
-21.0,760,1628.94885
-21.0,757,1646.172718
-21.0,759,1664.086575
-21.0,762,1681.93299
-21.0,758,1699.551148
-21.0,822,1718.610077
-21.0,845,1738.213421
-20.0,897,1759.223191
-20.0,886,1779.5713
-21.0,974,1802.015668
-21.0,886,1822.502271
-21.0,881,1843.015397
-21.0,760,1860.680792
-21.0,762,1878.361718
-21.0,761,1895.681207
-20.0,837,1915.147699
-20.0,972,1937.434698
-19.0,1003,1960.478786
-20.0,895,1981.118933
-21.0,759,1998.725539
-21.0,758,2016.171837
-21.0,758,2033.779953
-21.0,762,2051.481366
-20.0,961,2073.626715
-20.0,971,2096.033202
-20.0,941,2117.652951
-21.0,818,2136.691412
-21.0,809,2155.758518
-21.0,855,2175.277639
-21.0,778,2193.496391
-21.0,758,2211.169956
-19.0,976,2233.655307
-21.0,820,2252.456172
-21.0,843,2272.117882
-21.0,824,2291.015333
-20.0,1017,2314.953005
-20.0,1040,2339.138806
-21.0,902,2360.038209
-21.0,761,2377.786103
-21.0,899,2398.670873
-18.0,1215,2426.787869
-21.0,943,2448.87643
-21.0,930,2470.451961
-20.0,880,2490.833695
-20.0,855,2510.550661
-21.0,837,2530.193485
-20.0,880,2550.637852
-21.0,787,2568.978767
-21.0,819,2587.569483
-19.0,1031,2611.511299
-21.0,903,2632.684996
-20.0,912,2653.571911
-19.0,977,2675.871983
-21.0,803,2694.484049
-20.0,1024,2718.092707
-21.0,943,2739.787083
-20.0,876,2760.099332
-21.0,759,2777.713382
-21.0,864,2797.680882
-20.0,933,2819.228647
-20.0,835,2838.874604
-19.0,1028,2862.625332
-20.0,833,2882.142952
-19.0,1050,2906.798399
-21.0,1029,2930.280525
-21.0,943,2952.244206
-21.0,762,2969.620409
-20.0,879,2989.966564
-19.0,932,3011.415407
-20.0,837,3030.885625
-21.0,839,3050.414083
-21.0,817,3069.659921
-21.0,790,3087.995554
-20.0,885,3108.541421
-21.0,876,3128.917681
-20.0,838,3148.486468
-21.0,763,3165.769959
-19.0,953,3187.824882
-20.0,926,3209.530612
-20.0,865,3229.081477
-19.0,994,3251.765835
-20.0,916,3272.944052
-19.0,1129,3298.655182
-20.0,840,3317.962936
-21.0,893,3338.644686
-21.0,881,3358.655921
-20.0,975,3381.165514
-19.0,934,3402.44873
-20.0,898,3422.744534
-20.0,877,3442.930919
-21.0,895,3463.549413
-19.0,991,3486.074197
-20.0,954,3508.117499
-21.0,821,3526.982961
-19.0,1135,3552.705417
-19.0,1154,3578.713733
-20.0,868,3598.125828
-21.0,937,3618.59763
-20.0,955,3640.236392
-20.0,955,3661.901469
-20.0,921,3683.160748
-21.0,819,3701.870656
-21.0,942,3723.764436
-21.0,881,3744.180223
-20.0,926,3765.331701
-21.0,759,3782.386602
-19.0,1065,3807.272543
-21.0,969,3829.390943
-19.0,1171,3856.189581
-21.0,853,3875.484488
-20.0,956,3897.1865
-20.0,924,3918.625283
-20.0,984,3941.116282
-20.0,902,3961.850086
-21.0,839,3981.333438
-20.0,946,4002.717868
-21.0,762,4020.084505
-21.0,882,4040.355731
-20.0,996,4062.994376
-20.0,1002,4086.313074
-20.0,975,4108.594701
-20.0,1111,4133.710563
-20.0,868,4153.346355
-20.0,1044,4176.93481
-18.0,1082,4202.285833
-20.0,924,4223.549451
-21.0,880,4243.742981
-18.0,1000,4266.996163
-21.0,1000,4290.163804
-19.0,1018,4313.680064
-20.0,928,4335.368059
-21.0,819,4354.346445
-20.0,837,4373.822865
-21.0,759,4391.347991
-21.0,785,4409.541194
-21.0,820,4428.743945
-20.0,1004,4452.065617
-20.0,962,4474.281867
-20.0,899,4495.348967
-17.0,1151,4522.610469
-20.0,941,4544.436656
-20.0,887,4565.078341
-21.0,786,4583.293664
-20.0,1032,4607.165296
-21.0,761,4624.605547
-20.0,945,4646.457631
-19.0,1057,4671.127376
-19.0,933,4692.670928
-21.0,834,4711.856077
-20.0,930,4732.815009
-21.0,818,4751.66699
-20.0,840,4771.100808
-19.0,1002,4794.300409
-21.0,944,4816.350274
-21.0,793,4834.60059
-19.0,1117,4860.725959
-19.0,1105,4884.197649
-21.0,848,4901.301007
-20.0,999,4921.814133
-20.0,1110,4944.428967
-20.0,1009,4965.151153
-20.0,1042,4986.21759
-20.0,1068,5007.82112
-21.0,907,5026.423
-20.0,1066,5048.345082
-19.0,966,5067.750411
-21.0,783,5083.485519
-21.0,822,5100.190338
-19.0,1024,5120.890424
-20.0,853,5138.270414
-21.0,819,5155.086432
-20.0,1032,5176.022886
-20.0,1046,5197.658893
-21.0,1001,5217.761263
-21.0,802,5233.866179
-20.0,1014,5254.429033
-21.0,787,5270.506493
-21.0,853,5287.810583
-21.0,902,5306.314648
-21.0,839,5323.346679
-21.0,792,5339.5811
-19.0,1031,5360.40038
-17.0,1273,5386.68543
-21.0,851,5404.157467
-20.0,864,5421.988627
-21.0,788,5437.650932
-20.0,978,5457.312724
-20.0,867,5475.04254
-19.0,1100,5497.567719
-20.0,1055,5519.187501
-20.0,1081,5540.971163
-21.0,807,5557.694267
-18.0,1264,5583.743756
-19.0,1080,5605.945872
-21.0,809,5622.302468
-21.0,822,5639.293994
-21.0,778,5655.247396
-21.0,847,5672.51092
-21.0,791,5688.374756
-20.0,839,5705.38804
-21.0,814,5721.73959
-19.0,1051,5742.961596
-21.0,761,5758.257553
-20.0,865,5775.56901
-21.0,883,5794.942508
-19.0,1004,5817.782061
-20.0,926,5839.181827
-21.0,788,5857.281849
-19.0,914,5877.935869
-21.0,786,5894.039558
-21.0,777,5909.789392
-21.0,878,5927.663984
-21.0,869,5945.051612
-21.0,911,5963.065232
-21.0,836,5980.00487
-20.0,931,5999.282076
-21.0,818,6015.773255
-21.0,921,6034.598734
-21.0,848,6052.047951
-21.0,838,6069.020548
-20.0,1079,6090.93192
-21.0,899,6109.318642
-20.0,986,6129.364278
-21.0,818,6146.413577
-21.0,1088,6168.798812
-19.0,1116,6191.276264
-20.0,1019,6212.178955
-20.0,1027,6233.23907
-19.0,1064,6254.782832
-21.0,909,6273.393819
-20.0,904,6291.659364
-20.0,893,6310.161066
-21.0,823,6326.750478
-21.0,909,6345.383363
-21.0,864,6362.827157
-19.0,958,6382.325264
-21.0,836,6399.522459
-20.0,1014,6420.466469
-21.0,942,6439.597424
-18.0,1199,6463.816958
-21.0,879,6481.543421
-20.0,886,6500.037215
-20.0,871,6517.744567
-21.0,818,6534.240683
-19.0,1011,6554.947335
-20.0,924,6573.539669
-19.0,943,6592.812873
-20.0,1041,6613.828169
-18.0,1163,6637.378389
-21.0,786,6653.238479
-21.0,820,6669.799709
-20.0,1050,6690.968099
-21.0,792,6707.293594
-20.0,853,6724.653566
-21.0,835,6741.652087
-21.0,918,6760.425692
-20.0,981,6780.22666
-20.0,896,6798.197764
-19.0,968,6818.351523
-20.0,988,6838.223421
-21.0,948,6857.107693
-20.0,985,6877.110374
-20.0,956,6896.683876
-20.0,1041,6917.965991
-21.0,878,6935.768549
-19.0,1033,6956.702303
