#{"env_id": "PongNoFrameskip-v4", "gym_version": "0.9.4", "t_start": 1513094771.2746692}
r,l,t
-20.0,929,24.503772
-21.0,845,42.761256
-21.0,759,59.824189
-19.0,1055,78.669936
-20.0,973,99.25407
-21.0,762,117.16346
-21.0,881,137.493222
-19.0,1019,160.999823
-19.0,951,183.148702
-21.0,763,200.883024
-21.0,821,220.187714
-21.0,824,238.86844
-21.0,822,257.695259
-21.0,823,276.5849
-21.0,820,295.624351
-20.0,831,314.85239
-21.0,790,333.241761
-21.0,878,353.783893
-21.0,841,373.203615
-20.0,898,393.935086
-21.0,762,411.45786
-21.0,967,433.60325
-20.0,957,455.735802
-21.0,760,473.35433
-21.0,759,491.063029
-21.0,757,508.730893
-21.0,924,530.12482
-21.0,797,548.821218
-21.0,822,568.385905
-21.0,849,588.28763
-21.0,1065,612.978454
-21.0,762,630.548723
-21.0,760,648.538398
-21.0,788,666.646511
-18.0,1121,692.543043
-20.0,897,713.134821
-21.0,1027,736.814875
-21.0,820,755.918224
-20.0,1123,781.881145
-21.0,786,800.079423
-21.0,807,818.742787
-20.0,838,838.47138
-21.0,966,861.233191
-21.0,942,883.40955
-21.0,778,901.571244
-21.0,944,923.444467
-21.0,941,945.048882
-19.0,1031,969.260315
-21.0,817,988.085065
-20.0,1024,1011.656598
-20.0,1017,1035.365797
-20.0,1167,1062.171048
-20.0,898,1083.087736
-21.0,867,1103.197435
-21.0,818,1122.252776
-21.0,904,1143.430667
-21.0,842,1162.943286
-20.0,929,1184.403399
-19.0,1021,1207.988688
-19.0,1013,1231.317545
-21.0,762,1249.110125
-21.0,822,1268.113991
-21.0,761,1285.425142
-21.0,762,1303.062765
-21.0,824,1322.153657
-21.0,764,1339.996301
-21.0,823,1358.824892
-21.0,781,1376.768951
-21.0,759,1394.413808
-21.0,757,1411.975735
-20.0,924,1433.420562
-21.0,1059,1458.487387
-21.0,972,1480.950536
-21.0,782,1499.024645
-21.0,790,1517.111017
-21.0,847,1536.702166
-20.0,927,1558.096958
