#{"t_start": 1513272743.3428564, "env_id": "PongNoFrameskip-v4", "gym_version": "0.9.4"}
r,l,t
-21.0,760,38.499487
-21.0,759,79.606627
-21.0,759,120.567191
-21.0,760,162.036536
-21.0,762,203.733707
