#{"gym_version": "0.9.4", "t_start": 1513094862.8450701, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,790,21.400804
-21.0,843,40.866888
-20.0,960,63.239726
-21.0,819,82.04062
-21.0,882,102.480492
-21.0,884,122.741763
-21.0,850,142.315216
-19.0,968,164.518054
-20.0,1005,187.649013
-21.0,847,207.083168
-20.0,947,228.983197
-20.0,886,249.635959
-21.0,852,269.632845
-21.0,760,286.857826
-19.0,1324,317.490661
-21.0,764,335.2137
-20.0,979,357.6111
-21.0,819,376.647721
-21.0,760,394.43266
-21.0,760,411.81182
-21.0,852,431.340992
-20.0,909,452.434782
-21.0,886,472.818157
-21.0,820,492.114997
-19.0,999,515.38862
-20.0,875,535.638821
-20.0,913,556.723499
-21.0,912,577.903031
-20.0,988,600.916723
-21.0,877,621.152839
-21.0,791,639.236889
-21.0,787,657.411721
-21.0,911,678.307943
-20.0,942,699.794451
-19.0,1024,723.36453
-21.0,763,740.898585
-20.0,995,764.116057
-21.0,760,781.657312
-21.0,984,804.944349
-20.0,835,824.124087
-20.0,837,843.308002
-21.0,758,861.183905
-21.0,850,881.031046
-20.0,896,901.689099
-21.0,819,920.653027
-21.0,788,939.033725
-21.0,877,959.517637
-21.0,1030,983.714931
-20.0,893,1004.552518
-21.0,818,1023.59124
-21.0,764,1041.248934
-21.0,789,1059.413547
-19.0,1021,1083.237192
-20.0,866,1103.295646
-21.0,785,1121.51411
-20.0,934,1142.836554
-21.0,819,1161.701231
-21.0,819,1180.678442
-20.0,837,1199.829482
-21.0,806,1218.406478
-20.0,897,1239.094442
-20.0,1015,1262.649009
-21.0,778,1280.465884
-21.0,914,1301.851575
-20.0,915,1322.96157
-21.0,907,1344.184671
-20.0,905,1365.574461
-20.0,903,1386.416793
-21.0,760,1404.02925
-21.0,841,1423.284647
-20.0,838,1442.721909
-20.0,1020,1465.86383
-20.0,830,1485.05399
-21.0,880,1505.436296
-20.0,1037,1529.545889
-21.0,990,1552.217186
-19.0,1068,1577.063728
-20.0,943,1599.030922
-21.0,777,1616.770015
-19.0,1104,1642.389131
-20.0,878,1662.670509
-21.0,789,1681.020087
-19.0,962,1702.940118
-21.0,761,1720.620319
-19.0,1013,1744.47078
-21.0,902,1765.614347
-21.0,820,1784.690967
-21.0,820,1803.936112
-21.0,822,1822.995401
-21.0,821,1841.875747
-20.0,842,1861.19392
-20.0,979,1883.626554
-21.0,867,1903.564987
-19.0,1075,1928.92327
-21.0,850,1948.821076
-20.0,881,1969.052385
-21.0,885,1989.171188
-19.0,960,2011.173583
-21.0,899,2032.226658
-20.0,929,2054.018352
-19.0,1122,2080.321515
-20.0,836,2100.069107
-20.0,986,2122.934624
-21.0,940,2144.783108
-19.0,1114,2170.186305
-21.0,838,2189.594275
-19.0,933,2211.335018
-21.0,787,2229.752875
-21.0,758,2247.550891
-21.0,821,2266.57517
-19.0,970,2288.985131
-20.0,835,2308.428205
-20.0,920,2329.827534
-20.0,836,2349.300938
-21.0,900,2370.1586
-21.0,789,2388.365866
-21.0,944,2410.221761
-21.0,852,2430.287244
-20.0,1041,2454.224202
-20.0,835,2473.340666
-21.0,841,2492.517587
-19.0,1011,2516.053888
-21.0,792,2534.512708
-21.0,936,2556.259241
-19.0,1057,2580.329507
-21.0,762,2597.82844
-21.0,791,2615.858231
-21.0,998,2638.658467
-21.0,867,2658.433809
-18.0,1120,2684.617146
-21.0,818,2703.567095
-21.0,840,2723.28736
-21.0,820,2742.455557
-20.0,1042,2766.52988
-20.0,865,2786.644783
