#{"t_start": 1513094816.4552696, "gym_version": "0.9.4", "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,763,17.588291
-21.0,821,32.136247
-21.0,791,48.195292
-20.0,865,68.287396
-21.0,762,85.90058
-21.0,881,106.436539
-19.0,1190,133.560047
-21.0,759,151.59333
-21.0,763,169.204685
-21.0,826,188.086395
-21.0,785,206.225159
-21.0,847,225.788256
-21.0,790,243.92405
-21.0,823,262.852277
-21.0,947,284.766392
-21.0,914,305.958547
-20.0,926,327.240636
-21.0,819,345.851875
-19.0,985,368.545494
-20.0,1016,392.105366
-20.0,1002,415.312014
-20.0,835,434.461496
-18.0,1055,458.627156
-21.0,762,476.538162
-21.0,760,494.45992
-21.0,850,514.014146
-17.0,1161,541.385273
-20.0,1014,564.806927
-21.0,950,586.585467
-21.0,791,604.978858
-21.0,818,623.444683
-21.0,847,643.151709
-21.0,781,661.216783
-21.0,819,680.532854
-19.0,917,701.67578
-20.0,866,721.87273
-21.0,758,739.180563
-20.0,953,761.180132
-19.0,1004,784.110068
-20.0,865,804.133808
-21.0,764,821.875977
-20.0,883,842.719989
-21.0,762,860.261376
-21.0,883,880.600549
-20.0,991,903.757917
-19.0,991,926.651208
-21.0,758,944.113739
-21.0,849,963.944646
-20.0,1061,988.707111
-20.0,960,1010.744092
-20.0,1045,1035.251157
-20.0,864,1055.440293
-20.0,901,1076.340315
-20.0,960,1098.656744
-21.0,787,1117.13462
-21.0,764,1134.97327
-21.0,870,1155.326352
-21.0,926,1176.755557
-20.0,841,1196.41571
-21.0,763,1214.242359
-21.0,853,1233.855705
-20.0,866,1253.933213
-21.0,804,1272.425936
-21.0,967,1294.813148
-20.0,899,1315.816127
-21.0,882,1336.408085
-20.0,866,1356.165835
-21.0,916,1377.606275
-20.0,893,1398.371887
-21.0,822,1417.742213
-18.0,1052,1442.0536
-21.0,972,1464.376221
-21.0,867,1484.325304
-21.0,821,1503.364745
-21.0,1032,1527.318954
-19.0,914,1548.630837
-21.0,822,1567.783665
-20.0,834,1587.105785
-21.0,761,1604.995079
-20.0,898,1626.100942
-20.0,925,1647.513515
-19.0,990,1670.371182
-21.0,763,1688.238383
-21.0,819,1707.152597
-21.0,758,1724.937405
-21.0,815,1743.735899
-19.0,918,1765.095419
-20.0,897,1786.052922
-18.0,1100,1811.47383
-21.0,929,1833.12794
-20.0,865,1853.330945
-21.0,789,1871.63857
-21.0,786,1889.697128
-20.0,904,1910.380063
-21.0,791,1928.725906
-20.0,903,1949.592389
-20.0,891,1970.36777
-21.0,852,1990.554433
-19.0,1152,2017.537105
-21.0,760,2035.044922
-21.0,852,2054.804542
-20.0,935,2076.721951
-21.0,757,2094.523131
-20.0,840,2114.181831
-20.0,945,2136.331355
-19.0,1006,2160.203594
-21.0,848,2180.073946
-21.0,818,2198.976897
-20.0,962,2221.146451
-20.0,922,2242.510694
-20.0,976,2265.138098
-21.0,881,2285.592516
-20.0,1079,2310.594061
-21.0,1060,2335.01284
-19.0,1036,2359.133593
-21.0,761,2376.696057
-21.0,760,2394.222065
-20.0,892,2414.685965
-21.0,848,2434.617142
-21.0,763,2452.386555
-20.0,981,2475.423453
-20.0,1002,2498.940237
-21.0,823,2518.002569
-21.0,759,2535.516855
-20.0,875,2555.961755
-21.0,926,2577.638537
-20.0,945,2599.756723
-21.0,1028,2623.205647
-21.0,908,2644.303488
-21.0,880,2664.323428
-20.0,919,2685.654417
-21.0,881,2706.03062
-21.0,911,2727.576722
-21.0,819,2746.766071
-20.0,900,2767.746709
-21.0,834,2787.31303
-20.0,955,2809.528543
-20.0,930,2830.927719
-21.0,869,2851.117164
-20.0,1000,2874.156235
-21.0,793,2892.572135
-20.0,887,2913.549183
-20.0,888,2933.987656
-20.0,855,2953.663109
-21.0,824,2972.785875
-21.0,837,2992.21807
-20.0,946,3014.256574
-21.0,998,3037.565419
-21.0,780,3055.489575
-21.0,818,3074.506591
-17.0,1268,3103.944177
-21.0,874,3124.166729
-21.0,840,3143.88587
-21.0,788,3162.35203
-21.0,818,3180.997511
-21.0,868,3200.732283
-21.0,779,3218.58366
-20.0,871,3238.762693
-20.0,841,3258.225318
-18.0,1296,3288.096272
-20.0,835,3307.015548
-20.0,944,3328.739588
-20.0,836,3348.012793
-20.0,923,3368.894334
-19.0,934,3390.237867
