#{"gym_version": "0.9.4", "t_start": 1513094862.0627828, "env_id": "DemonAttackNoFrameskip-v4"}
r,l,t
175.0,1399,35.907279
340.0,1864,78.899174
90.0,530,90.956869
40.0,342,98.533308
235.0,2022,144.846076
160.0,1790,185.869787
120.0,700,201.75743
190.0,1205,229.294392
190.0,1140,255.604245
175.0,941,277.285254
265.0,1514,311.851762
280.0,2815,376.513152
220.0,1059,401.062276
110.0,904,421.562999
80.0,674,436.706472
150.0,620,450.923518
130.0,810,469.451169
280.0,2667,531.290667
90.0,1252,560.060099
150.0,1040,584.129585
355.0,1886,627.44767
205.0,1071,651.676449
205.0,1380,683.204026
160.0,950,704.604751
130.0,658,719.546939
280.0,1073,743.973351
40.0,271,750.146672
110.0,567,763.142403
90.0,741,780.010745
110.0,845,799.687396
265.0,1175,826.641844
100.0,829,845.379831
140.0,930,867.093651
90.0,1184,894.291328
100.0,1755,934.991148
110.0,659,950.154389
205.0,1357,981.579071
80.0,660,996.972072
120.0,676,1012.327053
205.0,1299,1042.337014
175.0,1080,1067.157139
80.0,918,1088.137172
190.0,977,1110.757818
370.0,1777,1151.251179
80.0,587,1164.590169
120.0,815,1183.159521
150.0,885,1203.226412
280.0,1178,1230.084441
250.0,1085,1254.935608
205.0,1170,1281.786643
100.0,593,1295.665468
110.0,432,1305.278656
80.0,493,1316.524218
280.0,1443,1349.907396
355.0,1398,1382.152813
280.0,1242,1410.795931
220.0,1054,1434.811022
250.0,1324,1464.766801
235.0,1546,1500.35706
150.0,735,1517.020538
100.0,751,1534.282335
90.0,936,1555.488801
60.0,304,1562.233288
160.0,930,1583.673532
280.0,1461,1617.246969
130.0,638,1631.944009
150.0,804,1650.22033
90.0,579,1663.364301
205.0,1104,1688.574126
90.0,604,1702.133425
90.0,523,1714.063288
160.0,582,1727.50589
50.0,250,1733.155532
190.0,1141,1759.726675
250.0,899,1780.275715
100.0,700,1796.529143
280.0,1532,1831.85656
220.0,1190,1858.912677
120.0,1059,1882.945818
120.0,820,1901.725867
90.0,984,1924.46179
150.0,720,1941.274358
110.0,883,1961.523416
265.0,1338,1991.729239
90.0,561,2004.359708
250.0,1821,2046.64699
120.0,818,2065.569722
150.0,681,2081.339759
265.0,1120,2107.618649
