#{"gym_version": "0.9.4", "t_start": 1513094863.9029682, "env_id": "QbertNoFrameskip-v4"}
r,l,t
300.0,341,9.858682
125.0,348,17.527339
50.0,256,23.213122
25.0,299,29.873867
25.0,294,36.235277
150.0,278,42.670444
175.0,328,50.003974
50.0,305,56.772718
100.0,343,64.609198
175.0,414,73.91789
75.0,312,80.809602
50.0,299,87.522246
100.0,334,94.993988
75.0,322,102.205358
150.0,318,109.288649
0.0,283,115.549838
50.0,307,122.32047
100.0,360,130.505544
50.0,292,136.975188
100.0,262,142.631457
125.0,332,150.026723
100.0,266,156.019501
150.0,331,163.266414
50.0,298,169.740556
75.0,315,176.818358
175.0,297,183.472577
75.0,307,190.362943
100.0,323,197.545293
450.0,395,206.310521
75.0,304,213.196362
225.0,370,221.404426
150.0,447,231.403313
75.0,312,238.290086
0.0,276,244.648942
0.0,282,251.008434
100.0,303,257.847183
0.0,282,264.361155
50.0,308,271.215791
150.0,333,278.54852
0.0,284,284.77185
100.0,338,292.453906
25.0,292,298.820783
150.0,300,305.542009
25.0,298,312.284082
50.0,296,318.828866
50.0,293,325.376298
175.0,332,332.894382
50.0,301,339.406961
225.0,339,347.004954
650.0,535,359.041884
0.0,280,365.28517
75.0,271,371.301925
125.0,258,377.141282
75.0,335,384.708546
50.0,296,391.409921
75.0,278,397.705314
75.0,336,405.169106
50.0,351,412.873358
100.0,310,419.798887
200.0,388,428.364071
25.0,299,435.004859
125.0,316,442.226361
75.0,275,448.33733
500.0,321,455.468036
0.0,279,461.584612
175.0,328,468.995269
200.0,364,477.151134
175.0,348,485.117906
75.0,333,492.797203
75.0,305,499.642624
150.0,369,508.107599
125.0,372,516.378297
125.0,289,522.79495
125.0,340,530.416289
525.0,429,540.101497
25.0,287,546.3927
25.0,286,552.741253
325.0,374,561.210501
200.0,356,569.171867
175.0,313,576.349571
275.0,370,584.857183
75.0,297,591.591474
50.0,272,597.627175
25.0,292,604.207796
500.0,474,614.765729
875.0,529,626.745222
25.0,291,633.195986
50.0,247,638.517182
125.0,377,647.003264
0.0,292,653.530421
50.0,289,659.940289
75.0,340,667.46658
75.0,306,674.273383
25.0,297,680.827177
100.0,323,687.917138
50.0,247,693.323663
300.0,305,700.06812
225.0,313,706.890181
225.0,372,715.313065
50.0,297,721.968263
75.0,310,728.772099
75.0,314,735.77531
100.0,396,744.829262
50.0,277,751.058336
175.0,370,759.456996
175.0,325,766.797324
25.0,289,773.19561
225.0,314,780.120893
25.0,307,787.150069
225.0,402,796.42247
250.0,403,805.66631
175.0,375,814.107234
200.0,327,821.325598
0.0,279,827.53724
50.0,256,833.130944
225.0,331,840.442773
100.0,273,846.502901
150.0,332,853.979354
350.0,409,863.570783
175.0,319,870.758199
125.0,316,877.893299
200.0,313,884.882723
150.0,331,892.163791
300.0,435,902.252044
125.0,316,909.341182
275.0,473,919.934607
150.0,387,928.783588
