#{"t_start": 1513094814.7900524, "gym_version": "0.9.4", "env_id": "DemonAttackNoFrameskip-v4"}
r,l,t
140.0,748,18.816927
110.0,628,29.67584
30.0,382,36.316344
80.0,710,51.064181
90.0,554,63.600021
120.0,771,81.451386
70.0,542,93.830329
295.0,1601,130.199689
130.0,688,146.247052
235.0,1366,177.727244
190.0,1037,201.439682
90.0,903,221.876705
140.0,912,242.72367
50.0,707,258.850165
160.0,1202,286.333088
120.0,856,305.902992
100.0,723,322.335227
175.0,2994,390.966387
340.0,2383,445.767806
80.0,423,455.189393
100.0,345,462.83263
140.0,1310,493.571036
140.0,733,510.149241
110.0,872,530.637071
20.0,306,537.443887
70.0,985,560.094205
190.0,912,580.849559
110.0,881,600.883833
120.0,1530,635.808409
280.0,1358,667.091925
110.0,620,681.569665
310.0,2459,738.162876
150.0,623,752.376074
20.0,237,757.665188
130.0,1244,785.800759
120.0,742,802.799394
140.0,1827,845.346341
110.0,646,860.070714
175.0,943,881.563052
90.0,440,891.525681
150.0,2147,941.251049
130.0,663,956.375113
90.0,548,968.910061
175.0,1254,997.965258
190.0,1284,1027.390328
220.0,1766,1068.440415
310.0,1991,1114.553792
130.0,627,1129.147183
160.0,1057,1153.579677
205.0,913,1174.639118
70.0,1000,1197.750944
90.0,618,1211.939682
120.0,687,1227.662596
160.0,1186,1254.859619
40.0,322,1262.054533
160.0,1138,1288.203787
205.0,2586,1348.004702
40.0,427,1357.549111
120.0,690,1373.410643
220.0,1536,1409.186247
130.0,773,1427.053927
150.0,740,1443.819344
80.0,813,1462.353292
205.0,1410,1494.617019
90.0,471,1505.22663
265.0,1548,1540.973611
100.0,744,1558.2031
190.0,944,1579.810788
175.0,1177,1607.191298
120.0,666,1622.603024
140.0,1029,1646.396336
340.0,1594,1683.012683
310.0,1014,1706.223403
110.0,421,1715.849457
110.0,452,1726.228353
30.0,286,1732.695608
100.0,847,1751.923474
235.0,1039,1776.140135
220.0,1323,1806.58987
110.0,464,1817.030884
140.0,771,1834.788702
70.0,475,1845.595022
355.0,1551,1881.411398
90.0,550,1893.754733
220.0,1416,1926.257637
140.0,1001,1949.202126
80.0,584,1962.508873
80.0,459,1973.030437
40.0,302,1979.867386
150.0,836,1999.422683
70.0,843,2018.829713
440.0,1628,2056.213612
80.0,401,2065.368044
220.0,1176,2092.840634
110.0,644,2107.428165
90.0,620,2121.771146
100.0,476,2132.707367
120.0,822,2152.207139
100.0,591,2165.918469
340.0,1180,2193.09815
120.0,614,2207.024673
130.0,643,2221.682449
130.0,643,2236.251786
80.0,331,2243.762165
130.0,615,2257.758119
250.0,1273,2287.026547
40.0,360,2295.138235
110.0,623,2309.38637
110.0,554,2322.15622
110.0,573,2334.921772
175.0,860,2354.502881
175.0,978,2377.037029
340.0,1642,2414.518547
90.0,551,2427.154074
120.0,506,2438.822674
220.0,770,2456.458827
70.0,407,2465.732837
140.0,1005,2489.109884
140.0,607,2503.183061
60.0,430,2512.895146
265.0,1162,2539.59006
10.0,220,2544.395443
30.0,299,2551.148168
90.0,480,2562.345587
120.0,532,2574.28008
110.0,518,2586.300438
130.0,833,2605.468971
190.0,984,2627.690819
220.0,1089,2652.735891
310.0,1092,2677.498043
140.0,866,2697.296016
110.0,712,2713.601753
90.0,490,2725.048181
60.0,302,2731.906167
120.0,496,2743.093058
100.0,511,2755.136725
250.0,907,2776.070168
175.0,1038,2799.942602
80.0,426,2809.700122
100.0,525,2821.724982
110.0,514,2833.194189
90.0,628,2847.562665
265.0,922,2868.563931
70.0,366,2876.828007
175.0,851,2896.483647
310.0,1156,2923.247454
100.0,672,2938.494419
120.0,701,2954.463589
340.0,1258,2983.362244
160.0,922,3004.508341
90.0,431,3014.333171
175.0,896,3034.976624
250.0,1040,3058.746459
70.0,427,3068.527562
175.0,1059,3092.883117
175.0,809,3111.40852
280.0,1230,3139.846995
150.0,647,3154.665118
280.0,1478,3188.408956
110.0,577,3201.239275
150.0,867,3220.944947
70.0,506,3232.430199
100.0,542,3244.700473
220.0,1010,3267.636011
110.0,552,3280.151913
140.0,671,3295.430198
100.0,474,3305.838798
175.0,885,3325.950655
140.0,881,3346.128316
90.0,521,3357.740684
150.0,752,3374.738321
140.0,853,3393.802192
80.0,466,3403.752939
175.0,1186,3431.038138
440.0,1597,3466.633831
220.0,974,3488.895751
150.0,978,3510.385808
265.0,1298,3539.884791
130.0,706,3556.073181
205.0,1028,3579.223012
175.0,931,3600.134767
175.0,1348,3630.542221
130.0,785,3647.953577
100.0,722,3664.375014
90.0,497,3675.661961
325.0,1522,3710.423911
250.0,953,3732.082601
325.0,1199,3759.063352
150.0,620,3772.998698
325.0,1298,3802.89182
60.0,348,3810.615938
205.0,966,3832.630332
190.0,830,3851.309734
90.0,646,3865.826388
600.0,1626,3903.084804
370.0,1794,3943.746866
80.0,403,3952.813025
385.0,1730,3992.391822
70.0,482,4003.226902
370.0,1465,4036.481482
295.0,1260,4065.073443
140.0,698,4080.713308
140.0,580,4093.971835
120.0,715,4109.969567
90.0,602,4123.296153
110.0,677,4138.541291
120.0,691,4153.951552
175.0,1173,4180.715147
80.0,626,4194.913932
90.0,380,4203.488545
120.0,609,4217.343788
70.0,428,4226.888307
