#{"gym_version": "0.9.4", "t_start": 1513094863.854577, "env_id": "DemonAttackNoFrameskip-v4"}
r,l,t
140.0,1438,35.078459
100.0,645,49.923395
175.0,1476,83.942498
325.0,1316,113.981299
175.0,1394,145.732726
30.0,254,151.452689
90.0,1033,174.887197
220.0,1267,203.788867
150.0,1010,226.941394
280.0,1387,258.977914
140.0,1159,285.482857
80.0,725,301.927137
235.0,2301,354.773602
205.0,1000,377.843036
235.0,1006,400.921734
205.0,3655,485.152804
60.0,458,495.767281
740.0,2590,555.398913
265.0,1405,588.051231
100.0,638,602.547895
90.0,1099,627.599065
110.0,573,640.391495
140.0,1030,663.935131
680.0,3056,733.71812
175.0,1018,757.233032
100.0,688,772.992971
150.0,1280,802.80437
140.0,806,821.099022
100.0,814,839.555118
70.0,482,850.342782
100.0,601,864.467904
60.0,705,880.693462
140.0,747,897.761556
250.0,1285,927.379059
190.0,1352,958.734619
90.0,760,976.243125
140.0,892,997.075114
235.0,985,1019.769701
295.0,1267,1048.865043
355.0,2965,1117.533575
120.0,873,1137.267779
100.0,523,1149.000041
140.0,833,1167.891618
60.0,475,1178.80453
250.0,1032,1202.239193
190.0,1235,1230.385999
190.0,1054,1254.601872
265.0,1188,1281.77813
70.0,442,1292.100895
295.0,1712,1331.531079
160.0,1224,1360.074287
80.0,460,1370.565576
130.0,955,1392.345801
190.0,1198,1419.76211
160.0,837,1438.983147
90.0,518,1450.557881
100.0,686,1465.929809
110.0,1069,1490.464718
190.0,1012,1513.548453
150.0,642,1528.411119
80.0,355,1536.25127
100.0,781,1553.939584
80.0,639,1568.588059
160.0,1176,1595.800529
325.0,1341,1626.493593
190.0,1168,1653.244886
90.0,607,1666.967448
50.0,380,1675.660699
325.0,1276,1704.703053
90.0,691,1720.515206
160.0,768,1738.49235
150.0,581,1751.985476
80.0,1004,1775.003257
160.0,1269,1804.613451
70.0,539,1816.773891
70.0,473,1827.55279
60.0,318,1834.546237
140.0,1089,1859.318988
325.0,1219,1887.028399
190.0,1012,1910.087578
120.0,705,1926.576707
70.0,489,1937.903795
110.0,608,1951.788601
250.0,1524,1986.42232
140.0,1207,2013.866847
250.0,776,2031.982755
90.0,742,2049.099208
120.0,674,2064.590158
150.0,670,2080.132419
250.0,922,2101.536201
250.0,1235,2130.246222
160.0,1282,2159.274779
110.0,608,2172.897921
110.0,547,2185.366374
50.0,491,2196.472873
80.0,1506,2231.504006
190.0,1180,2258.830321
190.0,831,2278.004318
110.0,931,2299.333206
205.0,1451,2332.652918
70.0,448,2342.975009
130.0,881,2363.251225
120.0,617,2377.119361
110.0,639,2391.705054
90.0,799,2410.109234
60.0,316,2417.228334
235.0,937,2438.761339
160.0,1031,2462.376192
120.0,859,2481.68926
110.0,417,2490.967186
220.0,872,2510.857052
