#{"gym_version": "0.9.4", "t_start": 1513094862.316467, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,760,21.263997
-21.0,838,40.522034
-21.0,803,59.217275
-18.0,1105,84.876405
-21.0,762,102.43352
-21.0,909,123.222649
-21.0,818,142.097787
-20.0,888,162.535095
-21.0,883,182.760038
-20.0,948,204.564023
-21.0,929,226.032045
-21.0,791,244.240382
-20.0,925,266.066845
-21.0,946,287.668368
-21.0,853,307.391165
-21.0,788,325.548602
-21.0,879,345.913349
-20.0,866,365.795609
-21.0,933,387.509428
-21.0,760,405.216047
-20.0,850,424.658767
-21.0,823,443.654731
-20.0,1142,470.02732
-20.0,862,490.212034
-18.0,1011,513.789999
-21.0,804,532.308247
-20.0,977,554.817061
-19.0,1114,580.912114
-19.0,1078,606.01696
-20.0,840,625.235094
-21.0,1109,650.64736
-20.0,926,671.971651
-20.0,865,691.736003
-18.0,1249,720.436207
-21.0,823,739.312025
-21.0,885,760.012401
-21.0,761,777.62488
-21.0,921,799.267067
-20.0,1057,823.774992
-20.0,871,843.704808
-21.0,818,863.03386
-21.0,850,882.760362
-18.0,1229,911.367633
-20.0,1028,935.191366
-20.0,907,956.243164
-21.0,881,976.814479
-21.0,845,996.877523
-21.0,912,1018.027861
-19.0,955,1040.130926
-20.0,1111,1065.845236
-21.0,787,1084.165426
-21.0,821,1103.231763
-21.0,907,1124.166487
-20.0,1123,1149.908746
-19.0,1045,1174.025019
-21.0,942,1195.594457
-21.0,776,1213.53987
-21.0,816,1232.218892
-21.0,850,1252.024388
-21.0,884,1272.418455
-21.0,840,1291.992937
-21.0,820,1311.09558
-19.0,947,1333.006565
-21.0,789,1351.545547
-20.0,1164,1378.653209
-21.0,757,1396.071107
-21.0,763,1413.733088
-21.0,821,1432.731839
-21.0,763,1450.220728
-20.0,938,1471.463614
-21.0,788,1489.833867
-19.0,1037,1513.732962
-20.0,1044,1537.930575
-20.0,954,1559.917577
-20.0,990,1582.863265
-20.0,869,1603.108691
-20.0,946,1624.825553
-21.0,946,1646.821752
-20.0,839,1666.161216
-21.0,820,1685.17545
-21.0,824,1704.013951
-20.0,952,1726.23014
-18.0,1191,1754.374043
-21.0,817,1773.273559
-21.0,808,1792.121374
-20.0,864,1812.327865
-21.0,782,1830.392389
-21.0,820,1849.219401
-21.0,885,1869.423821
-20.0,946,1891.292142
-19.0,1163,1918.236582
-21.0,847,1938.239032
-19.0,934,1959.98785
-21.0,869,1979.788313
-21.0,1046,2003.659636
-20.0,1019,2027.237001
-19.0,950,2049.682856
-19.0,912,2071.022733
-21.0,880,2091.926882
-20.0,918,2113.306273
-21.0,823,2132.490721
-21.0,786,2150.534009
-21.0,819,2169.112838
-19.0,1082,2194.075937
-20.0,842,2213.790001
-20.0,836,2233.328139
-20.0,935,2255.369448
-20.0,894,2276.075705
-20.0,840,2295.325758
-20.0,862,2315.412456
-20.0,841,2334.943752
-20.0,859,2355.055929
-19.0,1074,2379.709614
-20.0,924,2401.25401
-21.0,847,2420.964838
-21.0,842,2440.532092
-19.0,1119,2466.408083
-21.0,1084,2491.022471
-19.0,980,2513.717572
-21.0,818,2532.80607
-20.0,890,2553.738127
-20.0,955,2575.330841
-21.0,841,2594.652224
-20.0,1100,2619.92833
-21.0,843,2639.0295
-20.0,918,2659.970367
-21.0,1001,2683.382943
-21.0,851,2703.15934
-21.0,963,2725.617501
-21.0,824,2744.960422
-19.0,1085,2770.007276
-21.0,819,2789.052781
-21.0,857,2809.074466
-21.0,928,2830.316423
-19.0,1085,2855.717269
-21.0,806,2874.360633
-21.0,880,2894.783934
-21.0,1030,2918.439624
-17.0,1148,2944.897814
-21.0,824,2964.334008
-21.0,760,2982.05152
-20.0,831,3001.176733
-20.0,1016,3024.541028
-21.0,836,3044.114817
-21.0,931,3065.626436
-21.0,821,3084.517037
-19.0,934,3106.385392
-21.0,848,3126.125242
-20.0,860,3145.871457
-18.0,1095,3171.000339
-21.0,764,3188.560328
-21.0,764,3205.953822
-19.0,1113,3231.43375
-19.0,943,3253.162587
-20.0,835,3272.40412
-20.0,866,3292.177948
-21.0,845,3311.71206
-20.0,837,3330.759994
-21.0,848,3350.023896
-21.0,867,3369.870531
-20.0,864,3389.703069
-21.0,764,3407.116882
-21.0,762,3424.174517
-20.0,836,3443.328058
-20.0,863,3462.661891
-21.0,790,3480.403763
-21.0,763,3498.09463
-16.0,1402,3530.294372
-19.0,964,3552.425898
-21.0,945,3573.671322
-21.0,942,3595.427081
-21.0,874,3615.477798
-21.0,821,3633.69577
-21.0,908,3654.554519
-21.0,868,3674.36369
-20.0,973,3696.553616
-21.0,821,3715.642932
-20.0,840,3734.984333
-21.0,968,3757.425913
-21.0,778,3775.124456
-20.0,975,3797.218705
-20.0,954,3819.170414
-21.0,763,3836.793809
-20.0,1067,3861.559213
-20.0,841,3881.23894
-20.0,1091,3905.762168
-21.0,879,3925.611215
-21.0,789,3943.433527
-21.0,787,3961.406147
-20.0,965,3983.884248
-21.0,849,4003.717712
-21.0,779,4021.444478
-20.0,917,4042.070337
-21.0,849,4061.332011
-19.0,950,4083.297557
-20.0,916,4104.309337
-20.0,1153,4130.891229
-21.0,758,4148.119992
-21.0,896,4168.829283
-21.0,1002,4192.066646
-19.0,1240,4220.571204
-21.0,958,4242.933197
-21.0,820,4261.813575
-21.0,875,4282.367654
-21.0,759,4300.144013
-21.0,811,4318.605637
-20.0,976,4341.029313
-21.0,942,4362.904885
-21.0,987,4386.012424
-21.0,819,4404.81563
-21.0,808,4423.92801
-21.0,911,4445.231061
-20.0,898,4466.226813
-20.0,831,4485.633139
-21.0,942,4507.313185
-21.0,844,4526.749203
-21.0,878,4546.918462
-21.0,790,4565.005606
-20.0,832,4584.054337
-21.0,838,4603.205402
-21.0,818,4622.120232
-20.0,853,4641.874068
-21.0,789,4660.159844
-21.0,760,4677.655134
-21.0,824,4696.796945
-21.0,825,4716.134221
-21.0,763,4734.05806
-21.0,758,4751.50184
-21.0,879,4771.800339
-21.0,939,4791.75281
-21.0,817,4808.560404
-18.0,1131,4831.232724
-21.0,780,4846.926355
-21.0,821,4864.12705
-21.0,850,4881.482687
-18.0,1168,4905.133853
-21.0,791,4920.874771
-20.0,1019,4941.694689
-19.0,1162,4964.99666
-21.0,787,4981.101908
-20.0,1244,5006.423356
-21.0,875,5024.299106
-20.0,900,5042.290475
-21.0,885,5060.243192
-21.0,882,5078.170451
-21.0,778,5093.734789
-21.0,819,5110.691402
-19.0,1023,5131.443125
-21.0,852,5148.729091
-21.0,866,5166.51476
-20.0,1003,5186.671157
-21.0,966,5206.100703
-20.0,895,5224.269847
-21.0,1037,5245.546195
-20.0,921,5264.110991
-21.0,1001,5284.722698
-21.0,853,5302.015695
-20.0,1004,5322.487558
-21.0,912,5341.143739
