#{"env_id": "DemonAttackNoFrameskip-v4", "gym_version": "0.9.4", "t_start": 1513094769.8210356}
r,l,t
175.0,1282,34.117488
370.0,1698,68.734314
280.0,2080,111.735937
40.0,303,118.580434
90.0,636,132.966179
150.0,865,152.880338
205.0,1108,178.316237
190.0,1862,221.663146
110.0,429,231.202812
140.0,745,248.046825
175.0,1029,271.355861
140.0,1117,296.973799
90.0,516,308.601865
355.0,2493,366.498237
500.0,2952,434.181504
60.0,411,443.620021
310.0,1898,487.203742
140.0,908,508.271826
50.0,301,515.026807
480.0,2951,584.020815
160.0,928,605.224582
140.0,953,627.227345
130.0,679,642.836401
110.0,1160,669.700189
50.0,460,680.113027
60.0,603,693.755393
205.0,1250,722.281626
310.0,2722,785.195737
120.0,844,804.483195
205.0,1424,837.505995
190.0,1204,865.581771
280.0,1552,901.840342
100.0,518,913.644247
80.0,510,925.178538
90.0,655,940.036558
190.0,1172,967.094958
90.0,591,980.52524
120.0,544,992.769203
110.0,592,1006.372696
110.0,550,1018.83892
190.0,918,1039.851133
160.0,1209,1067.664325
80.0,545,1080.069801
500.0,1545,1115.630107
30.0,362,1123.799784
40.0,295,1130.329422
90.0,625,1144.871959
190.0,690,1160.361575
130.0,977,1183.117495
190.0,872,1202.908643
60.0,299,1209.56085
60.0,346,1217.315247
70.0,474,1228.008545
120.0,703,1243.954848
250.0,1489,1278.16569
235.0,847,1297.475674
130.0,785,1315.296788
120.0,578,1328.46711
40.0,481,1339.534555
80.0,394,1348.278579
150.0,703,1364.274267
90.0,463,1374.579687
190.0,1096,1399.916712
280.0,1425,1432.693457
50.0,439,1442.617517
130.0,1194,1470.357336
110.0,715,1486.798586
130.0,995,1509.542424
420.0,1835,1551.534838
250.0,952,1573.517337
100.0,463,1584.088028
50.0,442,1594.291648
150.0,932,1615.587627
70.0,483,1626.458055
110.0,626,1640.488218
80.0,590,1653.886628
250.0,1184,1681.393258
220.0,939,1703.001837
70.0,355,1711.106826
235.0,1312,1741.144329
110.0,932,1762.84075
175.0,1010,1785.865827
100.0,419,1795.136364
50.0,354,1803.052427
220.0,1180,1830.079279
90.0,584,1843.44297
205.0,990,1866.237845
80.0,539,1878.605009
100.0,670,1893.67157
220.0,756,1910.920587
250.0,1025,1934.282871
140.0,811,1952.737437
110.0,586,1965.919499
130.0,722,1982.355442
80.0,605,1996.212604
80.0,816,2014.790819
265.0,1392,2046.829151
120.0,654,2061.752342
150.0,624,2075.87888
175.0,1253,2104.693578
50.0,319,2111.586754
120.0,962,2133.906279
80.0,822,2152.84617
50.0,513,2164.539465
235.0,2645,2225.662743
110.0,630,2240.03949
40.0,313,2246.951825
90.0,740,2263.884458
90.0,878,2283.980347
205.0,850,2303.397666
90.0,1100,2328.931862
80.0,1040,2352.739172
370.0,1372,2384.506164
90.0,482,2395.410618
190.0,869,2415.511895
160.0,859,2435.256611
175.0,903,2455.905345
110.0,736,2472.883059
140.0,619,2486.751503
110.0,1029,2510.461707
50.0,318,2517.814004
130.0,898,2538.381531
175.0,670,2553.84038
90.0,604,2567.627799
340.0,1605,2604.208096
70.0,400,2613.3234
120.0,693,2629.300092
100.0,578,2642.554931
265.0,1234,2670.444641
90.0,431,2680.128117
110.0,564,2692.851086
190.0,788,2710.780242
355.0,1778,2751.521766
50.0,604,2765.365394
175.0,693,2781.198656
265.0,1120,2806.987945
90.0,500,2818.114985
70.0,575,2831.522187
100.0,737,2848.290579
1320.0,1732,2888.627083
80.0,438,2898.622709
80.0,439,2908.600261
205.0,676,2923.710354
120.0,730,2940.47265
130.0,581,2953.740688
250.0,1133,2979.412123
90.0,450,2989.63104
340.0,1724,3029.320614
130.0,615,3043.141818
190.0,1039,3067.499796
235.0,2457,3124.363293
130.0,452,3134.667126
20.0,224,3139.755102
60.0,476,3150.516423
100.0,585,3163.561338
640.0,1517,3198.436665
70.0,542,3210.977173
110.0,1335,3241.075862
110.0,535,3253.041654
120.0,649,3267.895419
205.0,699,3283.804154
325.0,1559,3319.108998
250.0,973,3341.332577
90.0,530,3353.187825
250.0,712,3369.423517
70.0,445,3379.225897
295.0,1626,3415.727993
50.0,355,3423.758214
80.0,652,3438.613236
235.0,1136,3464.472229
90.0,520,3475.96259
60.0,463,3486.330415
280.0,1285,3515.566227
760.0,2260,3566.278329
120.0,472,3576.983433
140.0,632,3590.878445
90.0,696,3606.237862
140.0,805,3623.499393
150.0,1361,3654.193567
140.0,775,3671.690093
60.0,319,3678.865397
205.0,689,3694.578469
80.0,537,3706.697034
110.0,499,3718.041155
60.0,336,3725.623822
175.0,1142,3751.557397
80.0,590,3764.914159
60.0,368,3773.023341
140.0,814,3791.53784
190.0,1010,3814.546165
150.0,595,3827.854559
235.0,943,3849.42289
90.0,673,3864.380967
100.0,690,3879.656567
160.0,679,3894.86448
120.0,888,3915.233224
100.0,480,3926.060837
150.0,685,3941.517947
130.0,996,3964.230064
220.0,1105,3989.467146
100.0,868,4008.974297
295.0,1514,4043.421097
250.0,1076,4067.565811
130.0,748,4084.823125
235.0,993,4107.40586
355.0,1475,4140.579328
325.0,1311,4169.86159
310.0,1406,4202.198085
355.0,1528,4237.073115
250.0,1290,4266.670283
175.0,1014,4289.985987
860.0,1843,4332.505547
355.0,1412,4365.038214
340.0,1646,4403.018939
120.0,638,4417.603308
80.0,518,4429.511867
190.0,750,4446.623581
175.0,1074,4471.276315
235.0,675,4487.003437
120.0,972,4509.68487
205.0,976,4532.236358
310.0,1284,4562.01545
150.0,694,4577.678782
110.0,577,4590.668114
80.0,749,4607.935235
20.0,319,4615.028254
150.0,1059,4639.244683
175.0,1174,4666.325318
220.0,1405,4698.574023
110.0,879,4718.527885
235.0,1202,4745.458108
400.0,2063,4793.064819
220.0,2041,4840.182744
190.0,798,4858.593005
265.0,1068,4881.552752
220.0,1269,4907.057134
70.0,745,4922.171975
370.0,1528,4953.005164
120.0,813,4969.595449
