#{"t_start": 1513095700.1784482, "gym_version": "0.9.2", "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,973,16.468819
-21.0,759,26.299415
-21.0,825,36.849416
-21.0,852,47.807612
-20.0,957,60.172626
-21.0,762,69.933339
-20.0,1015,83.198242
-21.0,792,93.486148
-19.0,936,105.650746
-21.0,850,116.673697
-21.0,762,126.46176
-20.0,869,137.782635
-21.0,764,147.698083
-21.0,820,158.292845
-20.0,839,168.961706
-21.0,945,181.164695
-20.0,972,193.853796
-20.0,883,205.099125
-21.0,849,216.159625
-21.0,877,227.378935
-21.0,783,237.53289
-20.0,842,248.316013
-21.0,880,259.593155
-21.0,908,271.305161
-19.0,1060,284.922262
-19.0,1172,300.318445
-20.0,863,311.501328
-21.0,761,321.467391
-20.0,1127,336.097907
-20.0,865,347.454953
-20.0,897,359.083112
-20.0,891,370.579179
-20.0,897,382.113083
-20.0,979,394.857896
-20.0,986,407.722116
-21.0,787,417.805863
-21.0,910,429.726979
-21.0,760,439.670049
-18.0,1150,454.638184
-21.0,908,466.463791
-19.0,1031,479.585747
-21.0,877,491.113387
-20.0,868,502.50299
-21.0,987,515.408284
-21.0,788,525.671583
-21.0,818,536.257578
-20.0,913,548.210373
-21.0,790,558.509814
-21.0,938,570.710503
-19.0,1245,586.732082
-21.0,880,598.113194
-20.0,960,610.483119
-21.0,918,622.4567
-21.0,914,634.452964
-21.0,878,645.675386
-20.0,960,658.095136
-21.0,790,668.346681
-21.0,762,678.220383
-20.0,841,689.244487
-21.0,813,699.814861
-20.0,840,710.890079
-20.0,962,723.521703
-21.0,822,734.232065
-20.0,834,745.112128
-21.0,813,755.598581
-21.0,820,766.119736
-21.0,776,776.299451
-21.0,791,786.64879
-20.0,836,797.48875
-21.0,957,809.713061
-19.0,993,822.576712
-21.0,913,834.369907
-20.0,962,846.614212
-20.0,944,858.733952
-20.0,877,870.313593
-21.0,984,883.006977
-20.0,866,894.237926
-20.0,838,904.947975
-20.0,926,917.073766
-21.0,776,927.241067
-21.0,902,938.988292
-20.0,914,950.840724
-19.0,989,963.493834
-21.0,910,975.13008
-21.0,845,986.094403
-20.0,838,996.791907
-21.0,936,1008.927433
-19.0,1233,1024.821651
-19.0,958,1037.150543
-20.0,913,1048.96236
-20.0,1102,1063.161184
-21.0,818,1073.599746
-21.0,844,1084.543207
-21.0,906,1096.169611
-20.0,1061,1109.910458
-21.0,789,1120.080639
-21.0,849,1131.058081
-21.0,818,1141.495521
-20.0,952,1153.704255
-20.0,1035,1167.042755
-21.0,852,1178.190726
-21.0,821,1188.764008
-20.0,994,1201.604112
-21.0,763,1211.673082
-21.0,819,1222.446102
-21.0,791,1232.885544
-19.0,1025,1245.974893
-18.0,1204,1261.845611
-20.0,835,1272.855121
-21.0,812,1283.225193
-21.0,856,1294.198021
-21.0,761,1304.17239
-20.0,863,1315.283905
-18.0,1160,1330.377487
-21.0,944,1342.733838
-19.0,1023,1356.185152
-21.0,961,1368.59209
-21.0,863,1379.905245
-20.0,880,1391.174028
-21.0,882,1402.605134
-18.0,1048,1416.447753
-19.0,1174,1431.666128
-21.0,962,1444.077502
-20.0,836,1454.893947
-19.0,1189,1470.218978
-20.0,943,1482.408119
-20.0,836,1493.156493
-20.0,957,1505.537128
-20.0,836,1516.543957
-20.0,936,1528.733756
-21.0,942,1540.811434
-21.0,823,1551.575663
-20.0,981,1564.195429
-20.0,864,1575.430323
-21.0,966,1588.148458
-21.0,866,1599.344458
-20.0,962,1611.835773
-20.0,840,1622.754882
-17.0,1165,1638.004899
-20.0,927,1649.908306
-21.0,896,1661.579533
-20.0,984,1674.251382
-20.0,900,1685.787
-19.0,1015,1698.760889
-20.0,1036,1712.085192
-21.0,778,1722.0628
-21.0,850,1733.201383
-20.0,900,1744.80139
-20.0,841,1755.525553
-20.0,958,1768.138427
-21.0,879,1779.509487
-20.0,1136,1794.200387
-20.0,843,1805.14125
-20.0,955,1817.513173
-20.0,837,1828.481345
-20.0,875,1839.764049
-20.0,1078,1853.729081
